,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
70,R71,DK02,Ost_for_Storebelt,2000,DK,DK0,8.966855277466127,1.8652112496544786,2.1105563466924946,3.0119547727811775,4.229881629312033,4.852290529360483,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,DK022000,1.840335756579306
71,R72,DK03,West_for_Storebelt,2000,DK,DK0,10.520622903092285,1.765639192364869,1.6981757174654393,3.043527491038346,4.253669634579215,4.96479115907524,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,DK032000,1.921263668036894
72,R73,EE00,Eesti,2000,EE,EE0,8.000921284025582,1.8983272247918836,1.3490744646080082,3.7142729420734604,4.863143248685196,5.596402219550673,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,EE002000,1.8821292774772127
73,R74,ES11,Galicia,2000,ES,ES1,9.542187501137166,1.9463705537778577,1.3507422326314478,3.7399896280815637,5.049818851869763,5.532997128991115,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES112000,1.793007500909551
74,R75,ES12,Principado_de_Asturias,2000,ES,ES1,8.695899127425577,1.9776973749212845,1.539514199645987,3.6399156051971167,4.800090156331796,5.366761237211464,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES122000,1.7268456320143475
75,R76,ES13,Cantabria,2000,ES,ES1,8.123218421226555,2.0266056242083996,1.6910385525826448,3.5677815589572712,4.710350406615402,5.277216822994721,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES132000,1.7094352640374502
76,R77,ES21,Pais_Vasco,2000,ES,ES2,9.684494935258202,1.3653102100199541,1.5957137582747911,2.0395837568669126,3.5563790213201933,4.459244649114225,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES212000,2.419660892247312
77,R78,ES22,Comunidad_Foral_de_Navarra,2000,ES,ES2,8.363991378234605,2.0138715488835883,1.6406109534874562,3.650127063358709,4.693017120592233,5.269608112231982,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES222000,1.619481048873273
78,R79,ES23,La_Rioja,2000,ES,ES2,7.646753737995284,2.161874389069713,2.0657508382899885,3.586267625872007,4.6594841646466225,5.369651220188437,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES232000,1.7833835943164305
79,R80,ES24,Aragon,2000,ES,ES2,8.957633015495501,2.0198923825413195,1.5570075327780406,3.7364918333152835,4.858078827356938,5.410972836234443,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES242000,1.6744810029191592
80,R81,ES30,Comunidad_de_Madrid,2000,ES,ES3,10.626105283686273,1.9817360969281008,2.059807825810213,2.6487351768443492,4.460749131758072,5.275543761029485,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES302000,2.6268085841851354
81,R82,ES41,Castilla_y_Leon,2000,ES,ES4,9.647344071837672,1.9238984670711727,1.3804924057515084,3.581012844276881,4.994467618375755,5.620790922551005,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES412000,2.0397780782741237
82,R83,ES42,Castillala_Mancha,2000,ES,ES4,9.135838029373271,2.010627018437262,1.5935113410417516,3.606171150063387,4.862762777708075,5.492811195290759,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES422000,1.8866400452273724
83,R84,ES43,Extremadura,2000,ES,ES4,8.385757753262599,2.131398645842396,2.1838410360573492,3.65735451907062,4.718198417900092,5.367375404808828,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES432000,1.7100208857382082
84,R85,ES51,Cataluna,2000,ES,ES5,10.775021510434563,1.4471861991611519,3.4297948659017807,1.9999999999999771,3.0651178301857365,4.36707350814808,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES512000,2.3670735081481027
85,R86,ES52,Comunidad_Valenciana,2000,ES,ES5,10.125366006996664,1.9204689743418046,1.4780861192872343,3.3335644608934683,4.73580610229619,5.40661117214327,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES522000,2.073046711249802
86,R87,ES53,Illes_Balears,2000,ES,ES5,8.82713205014366,1.937572534731244,1.6541962046092424,3.554665912264878,4.679927408883965,5.22738388704697,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES532000,1.672717974782092
87,R88,ES61,Andalucia,2000,ES,ES6,10.491077434538873,1.3333908602295943,2.118751669880978,1.9999999999999778,3.1326173725442072,4.71437633415585,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES612000,2.7143763341558724
88,R89,ES62,Region_de_Murcia,2000,ES,ES6,8.812801644002656,2.0851591215929224,1.7389101779600025,3.7499990548836584,4.859926068705896,5.414304893345536,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES622000,1.6643058384618774
89,R90,ES63,Ciudad_Autonoma_de_Ceuta_ES,2000,ES,ES6,5.819940961456264,1.534104196201545,1.909210067880598,0.9999999999999977,3.6863812945745984,5.033465015334493,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES632000,4.033465015334496
90,R91,ES64,Ciudad_Autonoma_de_Melilla_ES,2000,ES,ES6,5.668131332069589,1.5878613425601675,2.008690711854464,0.9999999999999966,3.7792434452947115,5.949919446846796,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES642000,4.9499194468468
91,R92,ES70,Canarias_ES,2000,ES,ES7,9.232893775202081,1.8697049885476906,1.5395027821353011,3.45667150920114,4.677608409948872,5.316591865047187,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ES702000,1.8599203558460466
92,R93,FI13,ItaSuomi,2000,FI,FI1,8.745314931041925,2.0726764427503084,2.0242312821056037,3.35491096062605,4.509043581162445,5.228779612417754,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FI132000,1.873868651791704
93,R94,FI18,EtelaSuomi,2000,FI,FI1,10.435389388156844,2.091184265633197,2.086552927580173,3.4176383571822444,4.583330545567834,5.572792330640073,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FI182000,2.155153973457829
94,R95,FI19,LansiSuomi,2000,FI,FI1,9.49237812567331,2.0721113487585745,1.9324923168184962,3.163556421598085,4.603551595824945,5.415437149597847,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FI192000,2.2518807279997617
95,R96,FI1A,PohjoisSuomi,2000,FI,FI1,8.84071544665754,2.044555813722235,1.809615739641929,3.34642010974098,4.568090977655747,5.416239741069328,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FI1A2000,2.0698196313283477
96,R97,FI20,Aland,2000,FI,FI2,5.75501299612374,2.6999520241965786,8.700454953976589,0.9999999999999982,4.050209825014279,5.100480704822425,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FI202000,4.100480704822427
97,R98,FR10,Ile_de_France,2000,FR,FR1,11.809886086659883,1.4279286403363252,1.4162557385858798,2.7984947066488597,3.927249759384543,4.822193298246146,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR102000,2.0236985915972867
98,R99,FR21,ChampagneArdenne,2000,FR,FR2,9.361360140541958,1.6399955318400166,1.5748875778812672,2.887434329060045,3.9855841798735567,4.776789834114432,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR212000,1.8893555050543869
99,R100,FR22,Picardie,2000,FR,FR2,9.525375444285382,1.553109991427796,1.5138882586749223,2.900968577043469,3.993373607506235,4.74894536908523,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR222000,1.8479767920417607
100,R101,FR23,HauteNormandie,2000,FR,FR2,9.603809422393063,1.6206816370966801,1.473882397196352,2.918233044644332,4.067032494231878,4.856211099535708,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR232000,1.9379780548913756
101,R102,FR24,Centre,2000,FR,FR2,9.865720169836862,1.5703333772473966,1.537640033958879,2.901431691126185,3.986650514160328,4.7636136594441805,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR242000,1.8621819683179957
102,R103,FR25,BasseNormandie,2000,FR,FR2,9.288895954392428,1.638185031152895,1.542989143685935,2.9069250481054243,4.042046881658492,4.770713516069521,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR252000,1.8637884679640968
103,R104,FR26,Bourgogne,2000,FR,FR2,9.46298395600543,1.586873555103256,1.550521859362385,2.89947102502215,3.997939747566754,4.757346497945163,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR262000,1.8578754729230136
104,R105,FR30,Nord__PasdeCalais,2000,FR,FR3,10.136780753060064,1.501664408648085,1.4886823588672133,2.896791061693188,3.9687266350467536,4.757568494845694,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR302000,1.8607774331525064
105,R106,FR41,Lorraine,2000,FR,FR4,9.687400367912359,1.5479201889317284,1.5120997965574812,2.9189133173438115,4.025498488106483,4.765997490358657,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR412000,1.8470841730148457
106,R107,FR42,Alsace,2000,FR,FR4,9.535107413928568,1.5169647548300087,1.4596800718529594,2.8871969202836705,3.9288271530589127,4.704013786738949,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR422000,1.8168168664552788
107,R108,FR43,FrancheComte,2000,FR,FR4,9.069090248525521,1.555286586325006,1.570102860091323,2.8837536374158415,3.946620188366546,4.7010534260735835,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR432000,1.817299788657742
108,R109,FR51,Pays_de_la_Loire,2000,FR,FR5,10.194536869743269,1.554330928628902,1.4398167252794236,2.8941634596439725,4.031675315729119,4.775694272880121,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR512000,1.8815308132361483
109,R110,FR52,Bretagne,2000,FR,FR5,10.039549112067673,1.5551408519451984,1.484669823112684,2.916589838092719,4.006374991075003,4.721617558997742,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR522000,1.8050277209050227
110,R111,FR53,PoitouCharentes,2000,FR,FR5,9.441214798775631,1.5589128924483562,1.5080186126931427,2.8947974287756715,4.000764259683604,4.746292285804171,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR532000,1.8514948570284995
111,R112,FR61,Aquitaine,2000,FR,FR6,10.120893705600933,1.5524154748804622,1.46136277287622,2.913131661998345,4.077739832889207,4.799324595105855,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR612000,1.8861929331075098
112,R113,FR62,MidiPyrenees,2000,FR,FR6,9.93911922434227,1.5482501916651612,1.4711533824212795,2.9341298230509674,4.068840160767108,4.811381739054396,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR622000,1.8772519160034289
113,R114,FR63,Limousin,2000,FR,FR6,8.574683001624122,1.5782370898263742,1.5729955474517328,2.8828185538380957,4.005041960174554,4.71271797750908,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR632000,1.8298994236709847
114,R115,FR71,RhoneAlpes,2000,FR,FR7,10.845144640211059,1.5643056805506994,1.408026775766026,2.9227851476677564,4.08701271598173,4.928910674645563,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR712000,2.006125526977806
115,R116,FR72,Auvergne,2000,FR,FR7,9.220052838224976,1.7484519703516088,1.7211261787118546,2.9308380093694453,4.087813908624337,4.823888412971938,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR722000,1.8930504036024924
116,R117,FR81,LanguedocRoussillon,2000,FR,FR8,9.802712943572404,1.6958971505891072,1.6176170655225757,2.9699514096000477,4.201941520133926,4.939714678639795,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR812000,1.9697632690397477
117,R118,FR82,ProvenceAlpesCote_d_Azur,2000,FR,FR8,10.617553452382262,1.6694815391673157,1.5249986343697717,2.9302566157412375,4.193160393283405,4.9518376943159295,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR822000,2.021581078574692
118,R119,FR83,Corse,2000,FR,FR8,7.481163404541669,1.569828311527149,1.7094847083566789,0.9999999999999993,3.713672748107125,4.71012695860476,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,FR832000,3.7101269586047607
119,R120,GR11,Anatoliki_Makedonia_Thraki,2000,GR,GR1,8.033252158624267,2.1486623178065383,2.1866864109041164,3.4039386174164044,4.435161959889915,5.252415189243413,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR112000,1.8484765718270086
120,R121,GR12,Kentriki_Makedonia,2000,GR,GR1,9.397483030344583,2.037310564842109,1.7504914378662115,3.4497399645549134,4.7313370666550085,5.821199978340708,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR122000,2.3714600137857946
121,R122,GR13,Dytiki_Makedonia,2000,GR,GR1,7.6365135671424085,2.1197197418206226,2.0850447605385405,3.521998492931033,4.829919999744404,5.8175050087849005,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR132000,2.2955065158538677
122,R123,GR14,Thessalia,2000,GR,GR1,8.474524514182413,2.107670811348609,1.9286394419350998,3.4847488988301327,4.80771553369716,5.890007243320481,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR142000,2.405258344490348
123,R124,GR21,Ipeiros,2000,GR,GR2,7.678569215418715,2.1278764270606705,2.015024809915482,3.4180190072855154,4.557188967062666,5.622407269979358,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR212000,2.2043882626938425
124,R125,GR22,Ionia_Nisia,2000,GR,GR2,7.365418293857434,2.159088100064497,2.3720814697057913,2.1111111111110916,4.349805469996379,5.60962054087026,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR222000,3.4985094297591686
125,R126,GR23,Dytiki_Ellada,2000,GR,GR2,8.340703408900533,2.0496824448889517,1.8914593127496568,3.396147872176886,4.7780749581265,5.95679871945176,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR232000,2.5606508472748746
126,R127,GR24,Sterea_Ellada,2000,GR,GR2,8.63055743829985,2.023565245043213,1.6013479595991893,3.597164224801994,5.047090785282319,6.012911359585736,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR242000,2.415747134783742
127,R128,GR25,Peloponnisos,2000,GR,GR2,8.508748696675106,1.889723559717761,1.3096747497175323,3.5582988850147137,5.17911167728945,6.272720712643345,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR252000,2.714421827628631
128,R129,GR30,Attiki,2000,GR,GR3,10.350445998809365,1.9686298121057015,2.1386961559597975,3.2425968815437254,4.5902740971393206,5.536042269608868,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR302000,2.2934453880651424
129,R130,GR41,Voreio_Aigaio,2000,GR,GR4,7.163195111583103,2.1468069754204935,2.3175769963661708,1.0000000000000002,4.122520751203074,5.971600261069921,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR412000,4.971600261069921
130,R131,GR42,Notio_Aigaio,2000,GR,GR4,7.966050028432129,2.1421699351259527,1.971573268741821,3.5293266324867054,4.702448140459802,5.938386263655981,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR422000,2.4090596311692756
131,R132,GR43,Kriti,2000,GR,GR4,8.410086787699749,2.135679191461351,1.9905205294667097,3.4351919610191506,4.5622919418718855,6.068583574395582,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,GR432000,2.6333916133764315
132,R133,HU10,KozepMagyarorszag,2000,HU,HU1,9.240197952672203,2.042180104265658,1.6875940256446527,3.6685751012809886,4.772508940379345,5.634768919043269,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU102000,1.9661938177622806
133,R134,HU21,KozepDunantul,2000,HU,HU2,7.890007228694553,2.1736239514521127,1.863585870282951,3.6068379730868454,4.745485593933226,5.582556964441771,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU212000,1.9757189913549258
134,R135,HU22,NyugatDunantul,2000,HU,HU2,8.008397072238552,2.053047760390993,1.5804205986085287,3.596051094264382,4.879117957705534,5.784942802407223,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU222000,2.188891708142841
135,R136,HU23,DelDunantul,2000,HU,HU2,7.543448247998306,2.064180841757728,1.677204508491871,3.551903491106991,4.805349670574908,5.596767463792112,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU232000,2.044863972685121
136,R137,HU31,eszakMagyarorszag,2000,HU,HU3,7.608864449281291,2.123886765222073,1.8204884324885493,3.5092429752128123,4.77044098292315,5.60698043542147,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU312000,2.0977374602086574
137,R138,HU32,eszakAlfold,2000,HU,HU3,7.8351942455004915,2.073252619763023,1.6655330375988635,3.563068911486304,4.839023229919296,5.660767506405118,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU322000,2.0976985949188136
138,R139,HU33,DelAlfold,2000,HU,HU3,7.874728948640942,2.0850280115694084,1.6251892129020582,3.628159263505204,4.889455837916976,5.6961700979251715,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,HU332000,2.0680108344199675
139,R140,IE01,Border_Midlands_and_Western,2000,IE,IE0,9.109966212486516,1.9987833568979358,1.798605220337456,3.3739389034003553,4.49763808435793,5.312818188010512,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,IE012000,1.9388792846101568
140,R141,IE02,Southern_and_Eastern,2000,IE,IE0,10.742365522917074,1.8161694139223659,1.4274721644830775,3.375315138217852,4.4953782936338715,5.2426458550629285,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,IE022000,1.8673307168450766
141,R142,ITC1,Piemonte,2000,IT,ITC,10.879952239460646,1.8578844987130998,1.2967096579274129,3.2351400803081685,4.901902856156174,5.737207719158821,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITC12000,2.5020676388506526
142,R143,ITC2,Valle_dAosta_Vallee_dAoste,2000,IT,ITC,7.353248217896737,2.570852576573446,3.993063241640408,3.33116420814594,4.659831773227229,5.229284915693801,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITC22000,1.8981207075478608
143,R144,ITC3,Liguria,2000,IT,ITC,9.808478235651515,2.620426529679774,3.466156584236467,3.2215220414450956,4.9752702598733,5.552321526115469,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITC32000,2.330799484670373
144,R145,ITC4,Lombardia,2000,IT,ITC,11.82006378052823,1.9903056665899121,1.5327880275647303,3.511325721546573,4.875388410702383,5.616812995281988,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITC42000,2.105487273735415
145,R146,ITD1,Provincia_Autonoma_BolzanoBozen,2000,IT,ITD,8.851374162838729,2.8471754109129117,5.317913096098587,3.383396794289324,4.944832990782159,5.558099906682054,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITD12000,2.1747031123927303
146,R147,ITD2,Provincia_Autonoma_Trento,2000,IT,ITD,8.807195057020039,2.929403875237589,5.338591932797859,3.4164965003653927,5.008732484074921,5.604406660073435,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITD22000,2.1879101597080424
147,R148,ITD3,Veneto,2000,IT,ITD,11.039979081427221,2.426437276631252,2.405565818719904,3.301670048808515,5.056111096826713,5.731491906295946,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITD32000,2.429821857487431
148,R149,ITD4,FriuliVenezia_Giulia,2000,IT,ITD,9.597692309305513,2.829082597332375,4.188218712540855,3.3376260172894225,5.032492965111933,5.597197078987472,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITD42000,2.2595710616980496
149,R150,ITD5,EmiliaRomagna,2000,IT,ITD,10.978933456161851,2.445592440441649,2.470538235613485,3.2633721299703513,5.056172279540905,5.668011457380734,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITD52000,2.4046393274103828
150,R151,ITE1,Toscana,2000,IT,ITE,10.677796107761383,2.442646836233905,2.4739495191237695,3.3246096378572645,5.086018341364711,5.7325713237558205,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,ITE12000,2.407961685898556
